"ROW.NUM","ICD.9.CM.CODE","CCS.CATEGORY","CCS.CATEGORY.DESCRIPTION","ICD.9.CM.CODE.DESCRIPTION","OPTIONAL.CCS.CATEGORY","OPTIONAL.CCS.CATEGORY.DESCRIPTION","ICD9.CODE.FRMT"
"12138","9711 ","242  ","Poisn ot med","POIS-PARASYMPATHOLYTICS"," "," ","971.1"
"12139","9712 ","242  ","Poisn ot med","POISON-SYMPATHOMIMETICS"," "," ","971.2"
"12140","9713 ","242  ","Poisn ot med","POISONING-SYMPATHOLYTICS"," "," ","971.3"
"12141","9719 ","242  ","Poisn ot med","POIS-AUTONOMIC AGENT NOS"," "," ","971.9"
"12142","9720 ","242  ","Poisn ot med","POIS-CARD RHYTHM REGULAT"," "," ","972.0"
"12143","9721 ","242  ","Poisn ot med","POISONING-CARDIOTONICS"," "," ","972.1"
"12144","9722 ","242  ","Poisn ot med","POISONING-ANTILIPEMICS"," "," ","972.2"
"12145","9723 ","242  ","Poisn ot med","POIS-GANGLION BLOCK AGT"," "," ","972.3"
"12146","9724 ","242  ","Poisn ot med","POIS-CORONARY VASODILAT"," "," ","972.4"
"12147","9725 ","242  ","Poisn ot med","POISON-VASODILATOR NEC"," "," ","972.5"
"12148","9726 ","242  ","Poisn ot med","POIS-ANTIHYPERTEN AGENT"," "," ","972.6"
"12149","9727 ","242  ","Poisn ot med","POISON-ANTIVARICOSE DRUG"," "," ","972.7"
"12150","9728 ","242  ","Poisn ot med","POISON-CAPILLARY ACT AGT"," "," ","972.8"
"12151","9729 ","242  ","Poisn ot med","POIS-CARDIOVASC AGT NEC"," "," ","972.9"
"12152","9730 ","242  ","Poisn ot med","POIS-ANTACID/ANTIGASTRIC"," "," ","973.0"
"12153","9731 ","242  ","Poisn ot med","POIS-IRRITANT CATHARTICS"," "," ","973.1"
"12154","9732 ","242  ","Poisn ot med","POIS-EMOLLIENT CATHARTIC"," "," ","973.2"
"12155","9733 ","242  ","Poisn ot med","POISONING-CATHARTIC NEC"," "," ","973.3"
"12156","9734 ","242  ","Poisn ot med","POISONING-DIGESTANTS"," "," ","973.4"
"12157","9735 ","242  ","Poisn ot med","POISONING-ANTIDIARRH AGT"," "," ","973.5"
"12158","9736 ","242  ","Poisn ot med","POISONING-EMETICS"," "," ","973.6"
"12159","9738 ","242  ","Poisn ot med","POISONING-GI AGENTS NEC"," "," ","973.8"
"12160","9739 ","242  ","Poisn ot med","POISONING-GI AGENT NOS"," "," ","973.9"
"12161","9740 ","242  ","Poisn ot med","POIS-MERCURIAL DIURETICS"," "," ","974.0"
"12162","9741 ","242  ","Poisn ot med","POIS-PURINE DIURETICS"," "," ","974.1"
"12163","9742 ","242  ","Poisn ot med","POIS-H2CO3 ANHYDRA INHIB"," "," ","974.2"
"12164","9743 ","242  ","Poisn ot med","POISONING-SALURETICS"," "," ","974.3"
"12165","9744 ","242  ","Poisn ot med","POISONING-DIURETICS NEC"," "," ","974.4"
"12166","9745 ","242  ","Poisn ot med","POIS-ELECTRO/CAL/WAT AGT"," "," ","974.5"
"12167","9746 ","242  ","Poisn ot med","POISON-MINERAL SALTS NEC"," "," ","974.6"
"12168","9747 ","242  ","Poisn ot med","POIS-URIC ACID METABOL"," "," ","974.7"
"12169","9750 ","242  ","Poisn ot med","POISONING-OXYTOCIC AGENT"," "," ","975.0"
"12170","9751 ","242  ","Poisn ot med","POIS-SMOOTH MUSCLE RELAX"," "," ","975.1"
"12171","9752 ","242  ","Poisn ot med","POIS-SKELET MUSCLE RELAX"," "," ","975.2"
"12172","9753 ","242  ","Poisn ot med","POISON-MUSCLE AGENT NEC"," "," ","975.3"
"12173","9754 ","242  ","Poisn ot med","POISONING-ANTITUSSIVES"," "," ","975.4"
"12174","9755 ","242  ","Poisn ot med","POISONING-EXPECTORANTS"," "," ","975.5"
"12175","9756 ","242  ","Poisn ot med","POIS-ANTI-COLD DRUGS"," "," ","975.6"
"12176","9757 ","242  ","Poisn ot med","POISONING-ANTIASTHMATICS"," "," ","975.7"
"12177","9758 ","242  ","Poisn ot med","POIS-RESPIR DRUG NEC/NOS"," "," ","975.8"
"12178","9760 ","242  ","Poisn ot med","POIS-LOCAL ANTI-INFECT"," "," ","976.0"
"12179","9761 ","242  ","Poisn ot med","POISONING-ANTIPRURITICS"," "," ","976.1"
"12180","9762 ","242  ","Poisn ot med","POIS-LOC ASTRING/DETERG"," "," ","976.2"
"12181","9763 ","242  ","Poisn ot med","POIS-EMOL/DEMUL/PROTECT"," "," ","976.3"
"12182","9764 ","242  ","Poisn ot med","POISON-HAIR/SCALP PREP"," "," ","976.4"
"12183","9765 ","242  ","Poisn ot med","POIS-EYE ANTI-INFEC/DRUG"," "," ","976.5"
"12184","9766 ","242  ","Poisn ot med","POISON-ENT PREPARATION"," "," ","976.6"
"12185","9767 ","242  ","Poisn ot med","POIS-TOPICAL DENTAL DRUG"," "," ","976.7"
"12186","9768 ","242  ","Poisn ot med","POIS-SKIN/MEMBR AGNT NEC"," "," ","976.8"
"12187","9769 ","242  ","Poisn ot med","POIS-SKIN/MEMBR AGNT NOS"," "," ","976.9"
"12188","9770 ","242  ","Poisn ot med","POISONING-DIETETICS"," "," ","977.0"
"12189","9771 ","242  ","Poisn ot med","POISON-LIPOTROPIC DRUGS"," "," ","977.1"
"12190","9772 ","242  ","Poisn ot med","POISONING-ANTIDOTES NEC"," "," ","977.2"
"12191","9773 ","242  ","Poisn ot med","POISON-ALCOHOL DETERRENT"," "," ","977.3"
"12192","9774 ","242  ","Poisn ot med","POIS-PHARMACEUT EXCIPIEN"," "," ","977.4"
"12193","9778 ","242  ","Poisn ot med","POISON-MEDICINAL AGT NEC"," "," ","977.8"
"12194","9779 ","242  ","Poisn ot med","POISON-MEDICINAL AGT NOS"," "," ","977.9"
"12195","9780 ","242  ","Poisn ot med","POISONING-BCG VACCINE"," "," ","978.0"
"12196","9781 ","242  ","Poisn ot med","POIS-TYPH/PARATYPH VACC"," "," ","978.1"
"12197","9782 ","242  ","Poisn ot med","POISONING-CHOLERA VACCIN"," "," ","978.2"
"12198","9783 ","242  ","Poisn ot med","POISONING-PLAGUE VACCINE"," "," ","978.3"
"12199","9784 ","242  ","Poisn ot med","POISONING-TETANUS VACCIN"," "," ","978.4"
"12200","9785 ","242  ","Poisn ot med","POIS-DIPHTHERIA VACCINE"," "," ","978.5"
"12201","9786 ","242  ","Poisn ot med","POIS-PERTUSSIS VACCINE"," "," ","978.6"
"12202","9788 ","242  ","Poisn ot med","POIS-BACT VACCIN NEC/NOS"," "," ","978.8"
"12203","9789 ","242  ","Poisn ot med","POIS-MIX BACTER VACCINES"," "," ","978.9"
"12204","9790 ","242  ","Poisn ot med","POISON-SMALLPOX VACCINE"," "," ","979.0"
"12205","9791 ","242  ","Poisn ot med","POISON-RABIES VACCINE"," "," ","979.1"
"12206","9792 ","242  ","Poisn ot med","POISON-TYPHUS VACCINE"," "," ","979.2"
"12207","9793 ","242  ","Poisn ot med","POIS-YELLOW FEVER VACCIN"," "," ","979.3"
"12208","9794 ","242  ","Poisn ot med","POISONING-MEASLES VACCIN"," "," ","979.4"
"12209","9795 ","242  ","Poisn ot med","POIS-POLIOMYELIT VACCINE"," "," ","979.5"
"12210","9796 ","242  ","Poisn ot med","POIS-VIRAL/RICK VACC NEC"," "," ","979.6"
"12211","9797 ","242  ","Poisn ot med","POISONING-MIXED VACCINE"," "," ","979.7"
"12212","9799 ","242  ","Poisn ot med","POIS-VACCINE/BIOLOG NEC"," "," ","979.9"
"12213","9952 ","242  ","Poisn ot med","ADV EFF MED/BIOL SUB NOS"," "," ","995.2"
"12214","99520","242  ","Poisn ot med","ADV EFF MED/BIOL SUB NOS (Begin 2006)"," "," ","995.20"
"12215","99521","242  ","Poisn ot med","ARTHUS PHENOMENON (Begin 2006)"," "," ","995.21"
"12216","99522","242  ","Poisn ot med","ADV EFF ANESTHESIA NOS (Begin 2006)"," "," ","995.22"
"12217","99523","242  ","Poisn ot med","ADVERSE EFF INSULIN NOS (Begin 2006)"," "," ","995.23"
"12218","99527","242  ","Poisn ot med","DRUG ALLERGY NEC (Begin 2006)"," "," ","995.27"
"12219","99529","242  ","Poisn ot med","ADV EFF MED/BIOL NEC/NOS (Begin 2006)"," "," ","995.29"
"12220","9091 ","243  ","Poisn nonmed","LATE EFF NONMED SUBSTANC"," "," ","909.1"
"12221","9801 ","243  ","Poisn nonmed","TOXIC EFF METHYL ALCOHOL"," "," ","980.1"
"12222","9802 ","243  ","Poisn nonmed","TOXIC EFF ISOPROPYL ALC"," "," ","980.2"
"12223","9803 ","243  ","Poisn nonmed","TOXIC EFFECT FUSEL OIL"," "," ","980.3"
"12224","9808 ","243  ","Poisn nonmed","TOXIC EFFECT ALCOHOL NEC"," "," ","980.8"
"12225","9809 ","243  ","Poisn nonmed","TOXIC EFFECT ALCOHOL NOS"," "," ","980.9"
"12226","981  ","243  ","Poisn nonmed","TOXIC EFF PETROLEUM PROD"," "," ","981"
"12227","9820 ","243  ","Poisn nonmed","TOXIC EFFECT BENZENE"," "," ","982.0"
"12228","9821 ","243  ","Poisn nonmed","TOXIC EFF CARBON TETRACH"," "," ","982.1"
"12229","9822 ","243  ","Poisn nonmed","TOXIC EFF CARBON DISULFI"," "," ","982.2"
"12230","9823 ","243  ","Poisn nonmed","TX EF CL-HYDCARB SLV NEC"," "," ","982.3"
"12231","9824 ","243  ","Poisn nonmed","TOXIC EFFECT NITROGLYCOL"," "," ","982.4"
"12232","9828 ","243  ","Poisn nonmed","TOXIC EFF NONPETROL SOLV"," "," ","982.8"
"12233","9830 ","243  ","Poisn nonmed","TOX EFF CORROSIVE AROMAT"," "," ","983.0"
"12234","9831 ","243  ","Poisn nonmed","TOXIC EFFECT ACIDS"," "," ","983.1"
"12235","9832 ","243  ","Poisn nonmed","TOXIC EFF CAUSTIC ALKALI"," "," ","983.2"
"12236","9839 ","243  ","Poisn nonmed","TOXIC EFFECT CAUSTIC NOS"," "," ","983.9"
"12237","9840 ","243  ","Poisn nonmed","TX EFF INORG LEAD COMPND"," "," ","984.0"
"12238","9841 ","243  ","Poisn nonmed","TOX EFF ORG LEAD COMPND"," "," ","984.1"
"12239","9848 ","243  ","Poisn nonmed","TOX EFF LEAD COMPND NEC"," "," ","984.8"
"12240","9849 ","243  ","Poisn nonmed","TOX EFF LEAD COMPND NOS"," "," ","984.9"
"12241","9850 ","243  ","Poisn nonmed","TOXIC EFFECT MERCURY"," "," ","985.0"
"12242","9851 ","243  ","Poisn nonmed","TOXIC EFFECT ARSENIC"," "," ","985.1"
"12243","9852 ","243  ","Poisn nonmed","TOXIC EFFECT MANGANESE"," "," ","985.2"
"12244","9853 ","243  ","Poisn nonmed","TOXIC EFFECT BERYLLIUM"," "," ","985.3"
"12245","9854 ","243  ","Poisn nonmed","TOXIC EFFECT ANTIMONY"," "," ","985.4"
"12246","9855 ","243  ","Poisn nonmed","TOXIC EFFECT CADMIUM"," "," ","985.5"
"12247","9856 ","243  ","Poisn nonmed","TOXIC EFFECT CHROMIUM"," "," ","985.6"
"12248","9858 ","243  ","Poisn nonmed","TOXIC EFFECT METALS NEC"," "," ","985.8"
"12249","9859 ","243  ","Poisn nonmed","TOXIC EFFECT METAL NOS"," "," ","985.9"
"12250","986  ","243  ","Poisn nonmed","TOX EFF CARBON MONOXIDE"," "," ","986"
"12251","9870 ","243  ","Poisn nonmed","TOXIC EFF LIQ PETROL GAS"," "," ","987.0"
"12252","9871 ","243  ","Poisn nonmed","TOX EF HYDROCARB GAS NEC"," "," ","987.1"
"12253","9872 ","243  ","Poisn nonmed","TOXIC EFF NITROGEN OXIDE"," "," ","987.2"
"12254","9873 ","243  ","Poisn nonmed","TOXIC EFF SULFUR DIOXIDE"," "," ","987.3"
"12255","9874 ","243  ","Poisn nonmed","TOXIC EFFECT FREON"," "," ","987.4"
"12256","9875 ","243  ","Poisn nonmed","TOX EFF LACRIMOGENIC GAS"," "," ","987.5"
"12257","9876 ","243  ","Poisn nonmed","TOXIC EFF CHLORINE GAS"," "," ","987.6"
"12258","9877 ","243  ","Poisn nonmed","TOX EFF HYDROCYAN ACD GS"," "," ","987.7"
"12259","9878 ","243  ","Poisn nonmed","TOXIC EFF GAS/VAPOR NEC"," "," ","987.8"
"12260","9879 ","243  ","Poisn nonmed","TOXIC EFF GAS/VAPOR NOS"," "," ","987.9"
"12261","9880 ","243  ","Poisn nonmed","TOXIC EFF FISH/SHELLFISH"," "," ","988.0"
"12262","9881 ","243  ","Poisn nonmed","TOXIC EFFECT MUSHROOMS"," "," ","988.1"
"12263","9882 ","243  ","Poisn nonmed","TOX EFF BERRY/PLANT NEC"," "," ","988.2"
"12264","9888 ","243  ","Poisn nonmed","TOX EFF NOXIOUS FOOD NEC"," "," ","988.8"
"12265","9889 ","243  ","Poisn nonmed","TOX EFF NOXIOUS FOOD NOS"," "," ","988.9"
"12266","9890 ","243  ","Poisn nonmed","TOXIC EFFECT CYANIDES"," "," ","989.0"
"12267","9891 ","243  ","Poisn nonmed","TOXIC EFFECT STRYCHNINE"," "," ","989.1"
"12268","9892 ","243  ","Poisn nonmed","TOX EFF CHLOR HYDROCARB"," "," ","989.2"
"12269","9893 ","243  ","Poisn nonmed","TOX EFF ORGANPHOS/CARBAM"," "," ","989.3"
"12270","9894 ","243  ","Poisn nonmed","TOXIC EFF PESTICIDES NEC"," "," ","989.4"
"12271","9895 ","243  ","Poisn nonmed","TOXIC EFFECT VENOM"," "," ","989.5"
"12272","9896 ","243  ","Poisn nonmed","TOXIC EFF SOAP/DETERGENT"," "," ","989.6"
"12273","9897 ","243  ","Poisn nonmed","TOX EFF AFLATOX/MYCOTOX"," "," ","989.7"
"12274","9898 ","243  ","Poisn nonmed","TOX EFF NONMED SUBST NEC (End 1995)"," "," ","989.8"
"12275","98981","243  ","Poisn nonmed","TOXIC EFFECT ASBESTOS (Begin 1995)"," "," ","989.81"
"12276","98982","243  ","Poisn nonmed","TOXIC EFFECT LATEX (Begin 1995)"," "," ","989.82"
"12277","98983","243  ","Poisn nonmed","TOXIC EFFECT SILICONE (Begin 1995)"," "," ","989.83"
"12278","98984","243  ","Poisn nonmed","TOXIC EFFECT TOBACCO (Begin 1995)"," "," ","989.84"
"12279","98989","243  ","Poisn nonmed","TOXIC EFFECT OTH NONMED (Begin 1995)"," "," ","989.89"
"12280","9899 ","243  ","Poisn nonmed","TOX EFF NONMED SUBST NOS"," "," ","989.9"
"12281","7960 ","244  ","Other injury","ABN TOXICOLOGIC FINDING"," "," ","796.0"
"12282","7990 ","244  ","Other injury","ASPHYXIA (End 2005)"," "," ","799.0"
"12283","79901","244  ","Other injury","ASPHYXIA (Begin 2005)"," "," ","799.01"
"12284","79902","244  ","Other injury","HYPOXEMIA (Begin 2005)"," "," ","799.02"
"12285","9071 ","244  ","Other injury","LATE EFF CRAN NERVE INJ"," "," ","907.1"
"12286","9073 ","244  ","Other injury","LT EFF NERV INJ TRNK NEC"," "," ","907.3"
"12287","9074 ","244  ","Other injury","LT EFF NERV INJ SHLD/ARM"," "," ","907.4"
"12288","9075 ","244  ","Other injury","LT EFF NERV INJ PELV/LEG"," "," ","907.5"
"12289","9079 ","244  ","Other injury","LATE EFF NERVE INJ NEC"," "," ","907.9"
"12290","9085 ","244  ","Other injury","LATE EFF FB IN ORIFICE"," "," ","908.5"
"12291","9086 ","244  ","Other injury","LATE EFF COMPLIC TRAUMA"," "," ","908.6"
"12292","9089 ","244  ","Other injury","LATE EFFECT INJURY NOS"," "," ","908.9"
"12293","9092 ","244  ","Other injury","LATE EFFECT OF RADIATION"," "," ","909.2"
"12294","9094 ","244  ","Other injury","LATE EFF CERT EXT CAUSE"," "," ","909.4"
"12295","9099 ","244  ","Other injury","LATE EFF EXTER CAUSE NEC"," "," ","909.9"
"12296","9300 ","244  ","Other injury","CORNEAL FOREIGN BODY"," "," ","930.0"
"12297","9301 ","244  ","Other injury","FB IN CONJUNCTIVAL SAC"," "," ","930.1"
"12298","9302 ","244  ","Other injury","FB IN LACRIMAL PUNCTUM"," "," ","930.2"
"12299","9308 ","244  ","Other injury","FOREIGN BDY EXT EYE NEC"," "," ","930.8"
"12300","9309 ","244  ","Other injury","FOREIGN BDY EXT EYE NOS"," "," ","930.9"
"12301","931  ","244  ","Other injury","FOREIGN BODY IN EAR"," "," ","931"
"12302","932  ","244  ","Other injury","FOREIGN BODY IN NOSE"," "," ","932"
"12303","9330 ","244  ","Other injury","FOREIGN BODY IN PHARYNX"," "," ","933.0"
"12304","9331 ","244  ","Other injury","FOREIGN BODY IN LARYNX"," "," ","933.1"
"12305","9340 ","244  ","Other injury","FOREIGN BODY IN TRACHEA"," "," ","934.0"
"12306","9341 ","244  ","Other injury","FOREIGN BODY BRONCHUS"," "," ","934.1"
"12307","9348 ","244  ","Other injury","FB TRACH/BRONCH/LUNG NEC"," "," ","934.8"
"12308","9349 ","244  ","Other injury","FB RESPIRATORY TREE NOS"," "," ","934.9"
"12309","9350 ","244  ","Other injury","FOREIGN BODY IN MOUTH"," "," ","935.0"
"12310","9351 ","244  ","Other injury","FOREIGN BODY ESOPHAGUS"," "," ","935.1"
"12311","9352 ","244  ","Other injury","FOREIGN BODY IN STOMACH"," "," ","935.2"
"12312","936  ","244  ","Other injury","FB IN INTESTINE & COLON"," "," ","936"
"12313","937  ","244  ","Other injury","FOREIGN BODY ANUS/RECTUM"," "," ","937"
"12314","938  ","244  ","Other injury","FOREIGN BODY GI NOS"," "," ","938"
"12315","9390 ","244  ","Other injury","FB BLADDER & URETHRA"," "," ","939.0"
"12316","9391 ","244  ","Other injury","FOREIGN BODY UTERUS"," "," ","939.1"
"12317","9392 ","244  ","Other injury","FOREIGN BDY VULVA/VAGINA"," "," ","939.2"
"12318","9393 ","244  ","Other injury","FOREIGN BODY PENIS"," "," ","939.3"
"12319","9399 ","244  ","Other injury","FOREIGN BDY GU TRACT NOS"," "," ","939.9"
"12320","9500 ","244  ","Other injury","OPTIC NERVE INJURY"," "," ","950.0"
"12321","9501 ","244  ","Other injury","INJURY TO OPTIC CHIASM"," "," ","950.1"
"12322","9502 ","244  ","Other injury","INJURY TO OPTIC PATHWAYS"," "," ","950.2"
"12323","9503 ","244  ","Other injury","INJURY TO VISUAL CORTEX"," "," ","950.3"
"12324","9509 ","244  ","Other injury","INJ OPTIC NERV/PATH NOS"," "," ","950.9"
"12325","9510 ","244  ","Other injury","INJURY OCULOMOTOR NERVE"," "," ","951.0"
"12326","9511 ","244  ","Other injury","INJURY TROCHLEAR NERVE"," "," ","951.1"
"12327","9512 ","244  ","Other injury","INJURY TRIGEMINAL NERVE"," "," ","951.2"
"12328","9513 ","244  ","Other injury","INJURY ABDUCENS NERVE"," "," ","951.3"
"12329","9514 ","244  ","Other injury","INJURY TO FACIAL NERVE"," "," ","951.4"
"12330","9515 ","244  ","Other injury","INJURY TO ACOUSTIC NERVE"," "," ","951.5"
"12331","9516 ","244  ","Other injury","INJURY ACCESSORY NERVE"," "," ","951.6"
"12332","9517 ","244  ","Other injury","INJURY HYPOGLOSSAL NERVE"," "," ","951.7"
"12333","9518 ","244  ","Other injury","INJURY CRANIAL NERVE NEC"," "," ","951.8"
"12334","9519 ","244  ","Other injury","INJURY CRANIAL NERVE NOS"," "," ","951.9"
"12335","9530 ","244  ","Other injury","CERVICAL ROOT INJURY"," "," ","953.0"
"12336","9531 ","244  ","Other injury","DORSAL ROOT INJURY"," "," ","953.1"
"12337","9532 ","244  ","Other injury","LUMBAR ROOT INJURY"," "," ","953.2"
"12338","9533 ","244  ","Other injury","SACRAL ROOT INJURY"," "," ","953.3"
"12339","9534 ","244  ","Other injury","BRACHIAL PLEXUS INJURY"," "," ","953.4"
"12340","9535 ","244  ","Other injury","LUMBOSACRAL PLEX INJURY"," "," ","953.5"
"12341","9538 ","244  ","Other injury","MULT NERVE ROOT/PLEX INJ"," "," ","953.8"
"12342","9539 ","244  ","Other injury","INJ NERVE ROOT/PLEX NOS"," "," ","953.9"
"12343","9540 ","244  ","Other injury","INJ CERV SYMPATH NERVE"," "," ","954.0"
"12344","9541 ","244  ","Other injury","INJ SYMPATH NERVE NEC"," "," ","954.1"
"12345","9548 ","244  ","Other injury","INJURY TRUNK NERVE NEC"," "," ","954.8"
"12346","9549 ","244  ","Other injury","INJURY TRUNK NERVE NOS"," "," ","954.9"
"12347","9550 ","244  ","Other injury","INJURY AXILLARY NERVE"," "," ","955.0"
"12348","9551 ","244  ","Other injury","INJURY MEDIAN NERVE"," "," ","955.1"
"12349","9552 ","244  ","Other injury","INJURY ULNAR NERVE"," "," ","955.2"
"12350","9553 ","244  ","Other injury","INJURY RADIAL NERVE"," "," ","955.3"
"12351","9554 ","244  ","Other injury","INJ MUSCULOCUTAN NERVE"," "," ","955.4"
"12352","9555 ","244  ","Other injury","INJ CUTAN SENSO NERV/ARM"," "," ","955.5"
"12353","9556 ","244  ","Other injury","INJURY DIGITAL NERVE"," "," ","955.6"
"12354","9557 ","244  ","Other injury","INJ NERVE SHLDR/ARM NEC"," "," ","955.7"
"12355","9558 ","244  ","Other injury","INJ MULT NERVE SHLDR/ARM"," "," ","955.8"
"12356","9559 ","244  ","Other injury","INJ NERVE SHLDR/ARM NOS"," "," ","955.9"
"12357","9560 ","244  ","Other injury","INJURY SCIATIC NERVE"," "," ","956.0"
"12358","9561 ","244  ","Other injury","INJURY FEMORAL NERVE"," "," ","956.1"
"12359","9562 ","244  ","Other injury","INJ POSTERIOR TIB NERVE"," "," ","956.2"
"12360","9563 ","244  ","Other injury","INJURY PERONEAL NERVE"," "," ","956.3"
"12361","9564 ","244  ","Other injury","INJ CUTAN SENSO NERV/LEG"," "," ","956.4"
"12362","9565 ","244  ","Other injury","INJ NERVE PELV/LEG NEC"," "," ","956.5"
"12363","9568 ","244  ","Other injury","INJ MULT NERVE PELV/LEG"," "," ","956.8"
"12364","9569 ","244  ","Other injury","INJ NERVE PELV/LEG NOS"," "," ","956.9"
"12365","9570 ","244  ","Other injury","INJ SUPERF NERV HEAD/NCK"," "," ","957.0"
"12366","9571 ","244  ","Other injury","INJURY TO NERVE NEC"," "," ","957.1"
"12367","9578 ","244  ","Other injury","INJURY TO MULT NERVES"," "," ","957.8"
"12368","9579 ","244  ","Other injury","INJURY TO NERVE NOS"," "," ","957.9"
"12369","9580 ","244  ","Other injury","AIR EMBOLISM"," "," ","958.0"
"12370","9581 ","244  ","Other injury","FAT EMBOLISM"," "," ","958.1"
"12371","9582 ","244  ","Other injury","SECONDARY/RECUR HEMORR"," "," ","958.2"
"12372","9583 ","244  ","Other injury","POSTTRAUM WND INFEC NEC"," "," ","958.3"
"12373","9584 ","244  ","Other injury","TRAUMATIC SHOCK"," "," ","958.4"
"12374","9585 ","244  ","Other injury","TRAUMATIC ANURIA"," "," ","958.5"
"12375","9586 ","244  ","Other injury","VOLKMANN-s ISCH CONTRACT"," "," ","958.6"
"12376","9587 ","244  ","Other injury","TRAUM SUBCUTAN EMPHYSEMA"," "," ","958.7"
"12377","9588 ","244  ","Other injury","EARLY COMPLIC TRAUMA NEC"," "," ","958.8"
"12378","95890","244  ","Other injury","COMPARTMENT SYNDROME NOS (Begin 2006)"," "," ","958.90"
"12379","95891","244  ","Other injury","TRAUMA COMP SYND UP EXT (Begin 2006)"," "," ","958.91"
"12380","95892","244  ","Other injury","TRAUMA COMP SYND LOW EXT (Begin 2006)"," "," ","958.92"
"12381","95893","244  ","Other injury","TRAUMA COMPART SYND ABD (Begin 2006)"," "," ","958.93"
"12382","95899","244  ","Other injury","TRAUMA COMPART SYND NEC (Begin 2006)"," "," ","958.99"
"12383","9590 ","244  ","Other injury","FACE AND NECK INJURY NOS (End 1997)"," "," ","959.0"
"12384","95901","244  ","Other injury","HEAD INJURY- UNSPEC (Begin 1997)"," "," ","959.01"
"12385","95909","244  ","Other injury","INJURY OF FACE AND NECK (Begin 1997)"," "," ","959.09"
"12386","9591 ","244  ","Other injury","TRUNK INJURY NOS (End 2003)"," "," ","959.1"
"12387","95911","244  ","Other injury","OTHER INJURY OF CHEST WALL (Begin 2003)"," "," ","959.11"
"12388","95912","244  ","Other injury","OTHER INJURY OF ABDOMEN (Begin 2003)"," "," ","959.12"
"12389","95913","244  ","Other injury","FRACTURE OF CORPUS CAVERNOSUM PENIS (Begin 2003)"," "," ","959.13"
"12390","95914","244  ","Other injury","OTHER INJURY OF EXTERNAL GENITALS (Begin 2003)"," "," ","959.14"
"12391","95919","244  ","Other injury","OTHER INJURY OF OTHER SITES OF TRUNK (Begin 2003)"," "," ","959.19"
"12392","9592 ","244  ","Other injury","SHLDR/UPPER ARM INJ NOS"," "," ","959.2"
"12393","9593 ","244  ","Other injury","ELB/FOREARM/WRST INJ NOS"," "," ","959.3"
"12394","9594 ","244  ","Other injury","HAND INJURY NOS"," "," ","959.4"
"12395","9595 ","244  ","Other injury","FINGER INJURY NOS"," "," ","959.5"
"12396","9596 ","244  ","Other injury","HIP & THIGH INJURY NOS"," "," ","959.6"
"12397","9597 ","244  ","Other injury","LOWER LEG INJURY NOS"," "," ","959.7"
"12398","9598 ","244  ","Other injury","INJURY MLT SITE/SITE NEC"," "," ","959.8"
"12399","9599 ","244  ","Other injury","INJURY-SITE NOS"," "," ","959.9"
"12400","990  ","244  ","Other injury","EFFECTS RADIATION NOS"," "," ","990"
"12401","9910 ","244  ","Other injury","FROSTBITE OF FACE"," "," ","991.0"
"12402","9911 ","244  ","Other injury","FROSTBITE OF HAND"," "," ","991.1"
"12403","9912 ","244  ","Other injury","FROSTBITE OF FOOT"," "," ","991.2"
"12404","9913 ","244  ","Other injury","FROSTBITE NEC/NOS"," "," ","991.3"
"12405","9914 ","244  ","Other injury","IMMERSION FOOT"," "," ","991.4"
"12406","9915 ","244  ","Other injury","CHILBLAINS"," "," ","991.5"
"12407","9916 ","244  ","Other injury","HYPOTHERMIA"," "," ","991.6"
"12408","9918 ","244  ","Other injury","EFFECT REDUCED TEMP NEC"," "," ","991.8"
"12409","9919 ","244  ","Other injury","EFFECT REDUCED TEMP NOS"," "," ","991.9"
"12410","9920 ","244  ","Other injury","HEAT STROKE & SUNSTROKE"," "," ","992.0"
"12411","9921 ","244  ","Other injury","HEAT SYNCOPE"," "," ","992.1"
"12412","9922 ","244  ","Other injury","HEAT CRAMPS"," "," ","992.2"
"12413","9923 ","244  ","Other injury","HEAT EXHAUST-ANHYDROTIC"," "," ","992.3"
"12414","9924 ","244  ","Other injury","HEAT EXHAUST-SALT DEPLE"," "," ","992.4"
"12415","9925 ","244  ","Other injury","HEAT EXHAUSTION NOS"," "," ","992.5"
"12416","9926 ","244  ","Other injury","HEAT FATIGUE- TRANSIENT"," "," ","992.6"
"12417","9927 ","244  ","Other injury","HEAT EDEMA"," "," ","992.7"
"12418","9928 ","244  ","Other injury","HEAT EFFECT NEC"," "," ","992.8"
"12419","9929 ","244  ","Other injury","HEAT EFFECT NOS"," "," ","992.9"
"12420","9930 ","244  ","Other injury","BAROTRAUMA- OTITIC"," "," ","993.0"
"12421","9931 ","244  ","Other injury","BAROTRAUMA- SINUS"," "," ","993.1"
"12422","9932 ","244  ","Other injury","EFF HIGH ALTITUD NEC/NOS"," "," ","993.2"
"12423","9933 ","244  ","Other injury","CAISSON DISEASE"," "," ","993.3"
"12424","9934 ","244  ","Other injury","EFF AIR PRESS BY EXPLOS"," "," ","993.4"
"12425","9938 ","244  ","Other injury","EFFECT AIR PRESSURE NEC"," "," ","993.8"
"12426","9939 ","244  ","Other injury","EFFECT AIR PRESSURE NOS"," "," ","993.9"
"12427","9940 ","244  ","Other injury","EFFECTS OF LIGHTNING"," "," ","994.0"
"12428","9941 ","244  ","Other injury","DROWNING/NONFATAL SUBMER"," "," ","994.1"
